order_id,order_date,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,product_id,cost_price,list_price,quantity,discount_percent,discount,sale_price,profit
4740,03/28/2022,Standard Class,Consumer,United States,Long Beach,California,90805,West,Furniture,Tables,FUR-TA-10001676,30,40,1,4,1.2,28.8,-1.1999999999999993
4741,11/23/2022,Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Labels,OFF-LA-10004853,10,10,2,3,0.3,9.7,-0.3000000000000007
4742,06/02/2023,Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Art,OFF-AR-10000315,10,10,3,5,0.5,9.5,-0.5
4743,12/05/2023,Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Supplies,OFF-SU-10000381,30,30,3,2,0.6,29.4,-0.6000000000000014
4744,03/20/2022,Same Day,Consumer,United States,Rochester,Minnesota,55901,Central,Office Supplies,Fasteners,OFF-FA-10002763,10,10,2,4,0.4,9.6,-0.40000000000000036
4745,12/28/2023,Same Day,Consumer,United States,Rochester,Minnesota,55901,Central,Office Supplies,Storage,OFF-ST-10000877,190,220,4,5,9.5,180.5,-9.5
4746,01/11/2022,Same Day,Consumer,United States,Rochester,Minnesota,55901,Central,Office Supplies,Binders,OFF-BI-10001071,110,130,2,4,4.4,105.6,-4.400000000000006
4747,05/26/2022,Same Day,Consumer,United States,Rochester,Minnesota,55901,Central,Office Supplies,Binders,OFF-BI-10001097,20,20,3,4,0.8,19.2,-0.8000000000000007
4748,02/19/2023,Same Day,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Supplies,OFF-SU-10004782,30,30,3,3,0.8999999999999999,29.1,-0.8999999999999986
4749,07/23/2023,Same Day,Corporate,United States,San Francisco,California,94110,West,Furniture,Furnishings,FUR-FU-10000672,30,40,3,5,1.5,28.5,-1.5
4750,01/04/2022,First Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Paper,OFF-PA-10002986,30,30,5,4,1.2,28.8,-1.1999999999999993
4751,06/19/2023,First Class,Corporate,United States,Spokane,Washington,99207,West,Technology,Machines,TEC-MA-10001972,720,840,3,5,36.0,684.0,-36.0
4752,08/25/2022,Standard Class,Consumer,United States,Franklin,Tennessee,37064,South,Technology,Phones,TEC-PH-10000169,30,40,3,3,0.8999999999999999,29.1,-0.8999999999999986
4753,02/14/2023,Standard Class,Consumer,United States,Jackson,Tennessee,38301,South,Furniture,Chairs,FUR-CH-10001482,190,210,2,5,9.5,180.5,-9.5
4754,02/09/2023,Standard Class,Consumer,United States,Austin,Texas,78745,Central,Technology,Accessories,TEC-AC-10002018,20,20,4,4,0.8,19.2,-0.8000000000000007
4755,12/22/2022,Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Office Supplies,Binders,OFF-BI-10000301,0,0,2,2,0.0,0.0,0.0
4756,12/11/2022,Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Office Supplies,Paper,OFF-PA-10004381,110,120,3,5,5.5,104.5,-5.5
4757,04/15/2022,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,OFF-BI-10004141,0,0,2,2,0.0,0.0,0.0
4758,02/02/2022,Standard Class,Home Office,United States,Danville,Illinois,61832,Central,Office Supplies,Binders,OFF-BI-10001575,40,40,7,3,1.2,38.8,-1.2000000000000028
4759,09/27/2023,Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,Phones,TEC-PH-10000984,620,780,4,2,12.4,607.6,-12.399999999999977
4760,08/31/2023,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,OFF-BI-10000666,40,50,2,2,0.8,39.2,-0.7999999999999972
4761,05/02/2023,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,OFF-BI-10003712,10,10,2,4,0.4,9.6,-0.40000000000000036
4762,10/22/2022,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Labels,OFF-LA-10003720,10,10,2,3,0.3,9.7,-0.3000000000000007
4763,12/16/2022,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Supplies,OFF-SU-10001664,10,10,2,5,0.5,9.5,-0.5
4764,06/05/2023,Standard Class,Consumer,United States,Chula Vista,California,91911,West,Office Supplies,Envelopes,OFF-EN-10001453,150,180,3,2,3.0,147.0,-3.0
4765,02/09/2022,First Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Art,OFF-AR-10001860,20,30,4,5,1.0,19.0,-1.0
4766,12/09/2023,Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Art,OFF-AR-10001044,30,30,1,3,0.8999999999999999,29.1,-0.8999999999999986
4767,03/07/2022,First Class,Corporate,United States,San Antonio,Texas,78207,Central,Technology,Accessories,TEC-AC-10002473,100,110,5,3,3.0,97.0,-3.0
4768,12/15/2023,First Class,Corporate,United States,San Antonio,Texas,78207,Central,Technology,Phones,TEC-PH-10001809,310,360,3,5,15.5,294.5,-15.5
4769,09/22/2022,Same Day,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Paper,OFF-PA-10004733,30,30,4,5,1.5,28.5,-1.5
4770,02/18/2023,Second Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Binders,OFF-BI-10003355,10,10,3,2,0.2,9.8,-0.1999999999999993
4771,12/07/2023,Second Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Supplies,OFF-SU-10001212,10,10,3,4,0.4,9.6,-0.40000000000000036
4772,11/03/2022,Second Class,Consumer,United States,Avondale,Arizona,85323,West,Technology,Phones,TEC-PH-10000486,650,740,8,3,19.5,630.5,-19.5
4773,07/14/2023,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,FUR-FU-10004909,10,10,1,3,0.3,9.7,-0.3000000000000007
4774,01/16/2023,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Labels,OFF-LA-10001613,10,10,5,5,0.5,9.5,-0.5
4775,04/05/2022,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,TEC-PH-10004447,180,220,2,4,7.2,172.8,-7.199999999999989
4776,02/20/2023,Standard Class,Home Office,United States,Escondido,California,92025,West,Office Supplies,Art,OFF-AR-10000255,20,20,4,5,1.0,19.0,-1.0
4777,05/03/2023,Second Class,Corporate,United States,Long Beach,New York,11561,East,Office Supplies,Labels,OFF-LA-10004425,10,10,3,2,0.2,9.8,-0.1999999999999993
4778,10/18/2023,Second Class,Corporate,United States,Long Beach,New York,11561,East,Office Supplies,Supplies,OFF-SU-10001664,20,30,3,3,0.6,19.4,-0.6000000000000014
4779,11/10/2023,Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Appliances,OFF-AP-10000696,80,100,7,3,2.4,77.6,-2.4000000000000057
4780,05/11/2022,First Class,Consumer,United States,Buffalo,New York,14215,East,Furniture,Chairs,FUR-CH-10002647,50,60,1,5,2.5,47.5,-2.5
4781,02/25/2023,Standard Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,Chairs,FUR-CH-10002758,580,680,4,3,17.4,562.6,-17.399999999999977
4782,04/09/2023,Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Binders,OFF-BI-10000201,0,0,3,2,0.0,0.0,0.0
4783,06/24/2023,Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Supplies,OFF-SU-10004115,40,40,7,5,2.0,38.0,-2.0
4784,09/01/2023,Standard Class,Consumer,United States,Wichita,Kansas,67212,Central,Office Supplies,Paper,OFF-PA-10000806,240,280,5,3,7.199999999999999,232.8,-7.199999999999989
4785,09/24/2023,Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Art,OFF-AR-10001473,10,10,5,3,0.3,9.7,-0.3000000000000007
4786,12/05/2022,Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Furniture,Bookcases,FUR-BO-10003450,70,70,4,3,2.1,67.9,-2.0999999999999943
4787,04/08/2023,Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Art,OFF-AR-10001545,0,0,3,3,0.0,0.0,0.0
4788,03/15/2023,Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Technology,Accessories,TEC-AC-10004396,50,60,4,2,1.0,49.0,-1.0
4789,01/26/2022,Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Furniture,Furnishings,FUR-FU-10002456,40,50,9,4,1.6,38.4,-1.6000000000000014
4790,09/12/2023,Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Furniture,Furnishings,FUR-FU-10001473,40,50,5,4,1.6,38.4,-1.6000000000000014
4791,07/04/2022,Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Furniture,Tables,FUR-TA-10000849,330,360,5,5,16.5,313.5,-16.5
4792,01/16/2022,Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Paper,OFF-PA-10001166,80,90,3,3,2.4,77.6,-2.4000000000000057
4793,11/03/2023,Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Paper,OFF-PA-10003256,20,30,3,5,1.0,19.0,-1.0
4794,04/04/2022,Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,OFF-PA-10002870,20,20,4,3,0.6,19.4,-0.6000000000000014
4795,12/02/2023,Standard Class,Corporate,United States,Los Angeles,California,90036,West,Furniture,Furnishings,FUR-FU-10001215,40,40,1,5,2.0,38.0,-2.0
4796,09/06/2022,Standard Class,Consumer,United States,Marietta,Georgia,30062,South,Office Supplies,Binders,OFF-BI-10004187,10,10,3,2,0.2,9.8,-0.1999999999999993
4797,04/30/2022,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,OFF-BI-10001718,50,60,3,2,1.0,49.0,-1.0
4798,04/04/2023,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Paper,OFF-PA-10004983,20,30,6,3,0.6,19.4,-0.6000000000000014
4799,04/11/2022,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Furniture,Furnishings,FUR-FU-10002396,30,30,3,4,1.2,28.8,-1.1999999999999993
4800,11/10/2023,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Technology,Phones,TEC-PH-10003988,40,40,5,3,1.2,38.8,-1.2000000000000028
4801,02/17/2022,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Art,OFF-AR-10002467,0,0,2,3,0.0,0.0,0.0
4802,07/11/2022,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,OFF-BI-10004002,10,10,2,3,0.3,9.7,-0.3000000000000007
4803,10/21/2023,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,OFF-BI-10002309,10,10,8,3,0.3,9.7,-0.3000000000000007
4804,11/25/2023,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,TEC-PH-10003885,40,40,1,4,1.6,38.4,-1.6000000000000014
4805,12/21/2023,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,FUR-FU-10002501,70,90,9,3,2.1,67.9,-2.0999999999999943
4806,03/26/2022,Second Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Paper,OFF-PA-10000176,40,40,2,4,1.6,38.4,-1.6000000000000014
4807,02/25/2022,Second Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Paper,OFF-PA-10000327,30,40,10,4,1.2,28.8,-1.1999999999999993
4808,09/05/2023,Second Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Storage,OFF-ST-10004634,30,30,3,5,1.5,28.5,-1.5
4809,10/29/2023,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Envelopes,OFF-EN-10003040,50,60,3,4,2.0,48.0,-2.0
4810,09/17/2023,First Class,Consumer,United States,Eau Claire,Wisconsin,54703,Central,Office Supplies,Paper,OFF-PA-10003228,180,200,4,4,7.2,172.8,-7.199999999999989
4811,06/09/2022,First Class,Consumer,United States,Eau Claire,Wisconsin,54703,Central,Technology,Phones,TEC-PH-10004345,200,240,2,2,4.0,196.0,-4.0
4812,04/25/2022,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,FUR-CH-10000785,360,380,3,3,10.799999999999999,349.2,-10.800000000000011
4813,06/27/2022,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Copiers,TEC-CO-10004115,1080,1200,4,2,21.6,1058.4,-21.59999999999991
4814,05/04/2023,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,FUR-FU-10002813,50,50,3,5,2.5,47.5,-2.5
4815,03/01/2023,First Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,OFF-PA-10002751,20,20,3,3,0.6,19.4,-0.6000000000000014
4816,01/30/2022,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,OFF-PA-10004569,20,20,3,2,0.4,19.6,-0.3999999999999986
4817,10/02/2022,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Appliances,OFF-AP-10002998,20,30,2,3,0.6,19.4,-0.6000000000000014
4818,05/06/2023,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Appliances,OFF-AP-10003287,70,80,2,2,1.4000000000000001,68.6,-1.4000000000000057
4819,08/23/2023,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Storage,OFF-ST-10001370,200,230,4,5,10.0,190.0,-10.0
4820,12/29/2023,Standard Class,Consumer,United States,Norwich,Connecticut,6360,East,Office Supplies,Binders,OFF-BI-10004040,10,10,2,3,0.3,9.7,-0.3000000000000007
4821,03/09/2023,Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Appliances,OFF-AP-10002651,380,460,8,3,11.4,368.6,-11.399999999999977
4822,06/06/2022,Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Technology,Accessories,TEC-AC-10002402,340,380,6,3,10.2,329.8,-10.199999999999989
4823,11/23/2023,Same Day,Home Office,United States,Yuma,Arizona,85364,West,Office Supplies,Binders,OFF-BI-10001658,30,40,6,3,0.8999999999999999,29.1,-0.8999999999999986
4824,07/11/2022,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Technology,Machines,TEC-MA-10000752,30,30,7,5,1.5,28.5,-1.5
4825,08/16/2023,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Chairs,FUR-CH-10003817,120,130,3,5,6.0,114.0,-6.0
4826,01/05/2022,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Furnishings,FUR-FU-10001876,70,80,3,3,2.1,67.9,-2.0999999999999943
4827,05/02/2023,First Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Binders,OFF-BI-10003460,10,10,4,2,0.2,9.8,-0.1999999999999993
4828,02/06/2023,Standard Class,Corporate,United States,Richmond,Kentucky,40475,South,Office Supplies,Storage,OFF-ST-10000464,70,70,2,3,2.1,67.9,-2.0999999999999943
4829,08/26/2022,Standard Class,Corporate,United States,Richmond,Kentucky,40475,South,Office Supplies,Art,OFF-AR-10001919,10,10,3,2,0.2,9.8,-0.1999999999999993
4830,07/11/2022,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,OFF-BI-10002393,10,10,3,4,0.4,9.6,-0.40000000000000036
4831,07/11/2023,Standard Class,Consumer,United States,Wausau,Wisconsin,54401,Central,Office Supplies,Appliances,OFF-AP-10001293,210,250,6,3,6.3,203.7,-6.300000000000011
4832,04/02/2023,Standard Class,Consumer,United States,Wausau,Wisconsin,54401,Central,Office Supplies,Storage,OFF-ST-10004258,40,40,3,4,1.6,38.4,-1.6000000000000014
4833,05/27/2022,Standard Class,Consumer,United States,Wausau,Wisconsin,54401,Central,Office Supplies,Storage,OFF-ST-10002214,20,20,2,2,0.4,19.6,-0.3999999999999986
4834,10/02/2022,Standard Class,Consumer,United States,Wausau,Wisconsin,54401,Central,Office Supplies,Binders,OFF-BI-10004970,10,10,3,5,0.5,9.5,-0.5
4835,07/19/2022,Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Binders,OFF-BI-10002571,30,40,5,2,0.6,29.4,-0.6000000000000014
4836,05/01/2023,Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Paper,OFF-PA-10002581,50,60,2,3,1.5,48.5,-1.5
4837,12/28/2022,Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Binders,OFF-BI-10001097,20,20,4,5,1.0,19.0,-1.0
4838,10/18/2022,First Class,Consumer,United States,Dublin,Ohio,43017,East,Office Supplies,Binders,OFF-BI-10003429,0,0,2,2,0.0,0.0,0.0
4839,04/10/2022,First Class,Consumer,United States,Dublin,Ohio,43017,East,Office Supplies,Paper,OFF-PA-10000682,30,30,6,2,0.6,29.4,-0.6000000000000014
4840,08/30/2022,First Class,Consumer,United States,Dublin,Ohio,43017,East,Technology,Phones,TEC-PH-10001700,140,160,4,5,7.0,133.0,-7.0
4841,04/15/2023,Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Furniture,Furnishings,FUR-FU-10000629,30,30,2,2,0.6,29.4,-0.6000000000000014
4842,02/27/2023,Standard Class,Consumer,United States,Bowling Green,Ohio,43402,East,Office Supplies,Binders,OFF-BI-10001267,10,10,3,2,0.2,9.8,-0.1999999999999993
4843,09/23/2023,Standard Class,Consumer,United States,Memphis,Tennessee,38109,South,Office Supplies,Storage,OFF-ST-10001418,200,240,5,5,10.0,190.0,-10.0
4844,01/03/2023,First Class,Consumer,United States,Lakewood,New Jersey,8701,East,Office Supplies,Fasteners,OFF-FA-10004968,10,10,4,5,0.5,9.5,-0.5
4845,05/08/2022,First Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Binders,OFF-BI-10004140,10,10,2,4,0.4,9.6,-0.40000000000000036
4846,03/09/2022,Second Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Binders,OFF-BI-10003460,10,10,3,5,0.5,9.5,-0.5
4847,01/22/2023,Second Class,Corporate,United States,Salem,Oregon,97301,West,Technology,Phones,TEC-PH-10002115,220,260,5,4,8.8,211.2,-8.800000000000011
4848,10/18/2022,Second Class,Corporate,United States,Salem,Oregon,97301,West,Office Supplies,Art,OFF-AR-10003478,70,70,11,3,2.1,67.9,-2.0999999999999943
4849,11/30/2023,Second Class,Corporate,United States,Salem,Oregon,97301,West,Office Supplies,Art,OFF-AR-10000475,10,10,1,5,0.5,9.5,-0.5
4850,10/10/2023,Standard Class,Consumer,United States,Pasco,Washington,99301,West,Office Supplies,Art,OFF-AR-10003045,10,10,2,3,0.3,9.7,-0.3000000000000007
4851,01/01/2023,Standard Class,Consumer,United States,Pasco,Washington,99301,West,Furniture,Chairs,FUR-CH-10000454,860,980,5,2,17.2,842.8,-17.200000000000045
4852,01/03/2023,Standard Class,Consumer,United States,Pasco,Washington,99301,West,Office Supplies,Art,OFF-AR-10000380,270,300,8,2,5.4,264.6,-5.399999999999977
4853,09/03/2023,Standard Class,Consumer,United States,Pasco,Washington,99301,West,Office Supplies,Storage,OFF-ST-10000736,470,490,6,4,18.8,451.2,-18.80000000000001
4854,06/14/2022,Second Class,Consumer,United States,Oakland,California,94601,West,Furniture,Furnishings,FUR-FU-10004270,10,10,3,4,0.4,9.6,-0.40000000000000036
4855,07/08/2023,Second Class,Consumer,United States,Oakland,California,94601,West,Office Supplies,Storage,OFF-ST-10000617,10,10,3,5,0.5,9.5,-0.5
4856,11/10/2022,Second Class,Consumer,United States,Oakland,California,94601,West,Furniture,Furnishings,FUR-FU-10001706,10,10,3,2,0.2,9.8,-0.1999999999999993
4857,03/10/2023,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Binders,OFF-BI-10003364,60,70,3,4,2.4,57.6,-2.3999999999999986
4858,04/03/2022,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Furnishings,FUR-FU-10001861,60,80,4,3,1.7999999999999998,58.2,-1.7999999999999972
4859,05/26/2022,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Furnishings,FUR-FU-10004845,390,460,9,4,15.6,374.4,-15.600000000000023
4860,03/13/2022,Standard Class,Corporate,United States,Oak Park,Illinois,60302,Central,Office Supplies,Art,OFF-AR-10000823,10,10,7,4,0.4,9.6,-0.40000000000000036
4861,02/09/2023,Standard Class,Corporate,United States,Morristown,New Jersey,7960,East,Office Supplies,Binders,OFF-BI-10001359,1490,1790,2,5,74.5,1415.5,-74.5
4862,07/15/2023,Second Class,Home Office,United States,Austin,Texas,78745,Central,Technology,Phones,TEC-PH-10001835,670,760,6,2,13.4,656.6,-13.399999999999977
4863,09/20/2023,Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Binders,OFF-BI-10001191,20,20,1,5,1.0,19.0,-1.0
4864,12/28/2023,Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Binders,OFF-BI-10003982,40,50,3,3,1.2,38.8,-1.2000000000000028
4865,09/04/2022,Standard Class,Consumer,United States,New York City,New York,10024,East,Technology,Phones,TEC-PH-10001425,190,240,3,2,3.8000000000000003,186.2,-3.8000000000000114
4866,09/28/2022,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Chairs,FUR-CH-10001215,2260,2400,6,4,90.4,2169.6,-90.40000000000009
4867,07/07/2022,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Binders,OFF-BI-10001718,500,560,11,3,15.0,485.0,-15.0
4868,11/12/2022,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Storage,OFF-ST-10000991,310,340,3,5,15.5,294.5,-15.5
4869,12/23/2023,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Labels,OFF-LA-10001613,10,10,3,4,0.4,9.6,-0.40000000000000036
4870,09/27/2022,Standard Class,Corporate,United States,Lancaster,Pennsylvania,17602,East,Technology,Phones,TEC-PH-10003437,80,90,2,5,4.0,76.0,-4.0
4871,06/09/2023,Standard Class,Corporate,United States,Lancaster,Pennsylvania,17602,East,Office Supplies,Paper,OFF-PA-10000675,220,230,7,5,11.0,209.0,-11.0
4872,01/17/2023,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Fasteners,OFF-FA-10000840,0,0,2,3,0.0,0.0,0.0
4873,12/06/2022,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Appliances,OFF-AP-10001947,20,20,5,5,1.0,19.0,-1.0
4874,06/06/2022,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Storage,OFF-ST-10002301,50,50,3,4,2.0,48.0,-2.0
4875,02/19/2022,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,OFF-BI-10001922,0,0,1,4,0.0,0.0,0.0
4876,02/05/2022,Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Technology,Accessories,TEC-AC-10001267,110,120,5,3,3.3,106.7,-3.299999999999997
4877,12/10/2022,Standard Class,Home Office,United States,Durham,North Carolina,27707,South,Office Supplies,Storage,OFF-ST-10000532,60,60,2,2,1.2,58.8,-1.2000000000000028
4878,06/23/2023,Standard Class,Home Office,United States,Durham,North Carolina,27707,South,Office Supplies,Art,OFF-AR-10002335,10,10,3,5,0.5,9.5,-0.5
4879,09/23/2022,First Class,Consumer,United States,Pensacola,Florida,32503,South,Office Supplies,Binders,OFF-BI-10000201,0,0,3,4,0.0,0.0,0.0
4880,04/20/2022,Second Class,Corporate,United States,Henderson,Kentucky,42420,South,Office Supplies,Envelopes,OFF-EN-10004846,10,10,2,2,0.2,9.8,-0.1999999999999993
4881,06/24/2022,Second Class,Corporate,United States,Henderson,Kentucky,42420,South,Furniture,Chairs,FUR-CH-10000454,850,980,4,5,42.5,807.5,-42.5
4882,10/28/2022,Second Class,Corporate,United States,Henderson,Kentucky,42420,South,Technology,Accessories,TEC-AC-10004145,1870,2250,9,5,93.5,1776.5,-93.5
4883,08/16/2022,Second Class,Corporate,United States,Henderson,Kentucky,42420,South,Office Supplies,Storage,OFF-ST-10001580,50,60,4,2,1.0,49.0,-1.0
4884,09/25/2022,Standard Class,Consumer,United States,Anaheim,California,92804,West,Office Supplies,Binders,OFF-BI-10003876,140,170,5,4,5.6000000000000005,134.4,-5.599999999999994
4885,08/02/2022,Standard Class,Consumer,United States,Anaheim,California,92804,West,Office Supplies,Art,OFF-AR-10001972,0,0,2,2,0.0,0.0,0.0
4886,03/26/2023,Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Office Supplies,Paper,OFF-PA-10000595,100,110,5,5,5.0,95.0,-5.0
4887,02/23/2022,Second Class,Corporate,United States,Marietta,Georgia,30062,South,Furniture,Chairs,FUR-CH-10004477,160,180,3,4,6.4,153.6,-6.400000000000006
4888,03/13/2023,Second Class,Corporate,United States,Marietta,Georgia,30062,South,Technology,Accessories,TEC-AC-10003441,90,100,6,4,3.6,86.4,-3.5999999999999943
4889,01/31/2023,Second Class,Corporate,United States,Marietta,Georgia,30062,South,Office Supplies,Storage,OFF-ST-10004459,990,1130,3,4,39.6,950.4,-39.60000000000002
4890,03/17/2023,Second Class,Corporate,United States,Marietta,Georgia,30062,South,Office Supplies,Storage,OFF-ST-10003805,1070,1260,6,2,21.400000000000002,1048.6,-21.40000000000009
4891,05/11/2022,Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Art,OFF-AR-10001246,10,10,3,5,0.5,9.5,-0.5
4892,03/15/2023,Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Paper,OFF-PA-10001295,40,40,2,4,1.6,38.4,-1.6000000000000014
4893,03/11/2023,Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Art,OFF-AR-10001231,0,0,2,5,0.0,0.0,0.0
4894,03/05/2023,Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Storage,OFF-ST-10002743,210,230,2,2,4.2,205.8,-4.199999999999989
4895,11/06/2023,Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Paper,OFF-PA-10004327,50,50,1,5,2.5,47.5,-2.5
4896,12/14/2022,Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Envelopes,OFF-EN-10004773,50,60,2,3,1.5,48.5,-1.5
4897,05/31/2023,Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Storage,OFF-ST-10003470,930,1120,4,4,37.2,892.8,-37.200000000000045
4898,03/04/2023,First Class,Consumer,United States,Parma,Ohio,44134,East,Furniture,Chairs,FUR-CH-10003761,150,180,2,2,3.0,147.0,-3.0
4899,07/27/2023,First Class,Consumer,United States,Parma,Ohio,44134,East,Office Supplies,Paper,OFF-PA-10002230,10,10,2,4,0.4,9.6,-0.40000000000000036
4900,11/01/2022,Standard Class,Consumer,United States,Gresham,Oregon,97030,West,Office Supplies,Binders,OFF-BI-10000088,20,30,8,5,1.0,19.0,-1.0
4901,07/27/2023,Standard Class,Corporate,United States,Anaheim,California,92804,West,Office Supplies,Storage,OFF-ST-10001526,410,480,4,2,8.2,401.8,-8.199999999999989
4902,09/22/2022,Standard Class,Corporate,United States,Anaheim,California,92804,West,Office Supplies,Supplies,OFF-SU-10002557,10,10,1,3,0.3,9.7,-0.3000000000000007
4903,02/15/2023,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,OFF-BI-10003669,20,30,6,2,0.4,19.6,-0.3999999999999986
